Episodes,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14,Reward 15,mean,top,bottom
200,57,59,28,35,40,76,52,43,48,52,74,35,60,37,43,56.35,79.4909297907,33.2090702093
201,73,53,38,28,29,29,53,48,69,46,63,26,47,80,58,48.45,64.5401244639,32.3598755361
202,72,51,37,67,141,36,67,83,62,88,54,58,64,89,41,63.35,88.667510063,38.032489937
203,31,44,25,39,77,52,25,33,39,87,33,35,33,30,36,43.5,60.864513117,26.135486883
204,45,63,36,64,40,69,54,77,65,67,108,31,42,59,59,53.65,73.2493420942,34.0506579058
205,30,50,49,66,31,46,63,32,63,34,45,22,51,86,55,46.65,61.8375121832,31.4624878168
206,27,56,74,54,38,45,48,46,40,43,55,43,74,40,57,48.4,61.3712232106,35.4287767894
207,45,27,66,63,74,61,83,31,59,55,43,69,27,59,47,51.15,67.4732962357,34.8267037643
208,38,69,56,39,77,45,37,51,50,35,53,22,52,24,35,45.05,60.3864889964,29.7135110036
209,82,33,37,48,40,142,32,78,67,44,36,75,26,39,67,55.2,82.4408362187,27.9591637813
210,31,56,44,82,71,44,59,32,61,53,23,32,71,69,33,55.05,79.2671644218,30.8328355782
211,42,38,64,35,36,59,35,35,34,68,59,33,32,27,28,40.65,52.928672138,28.371327862
212,34,24,129,96,69,134,61,24,36,35,59,56,39,74,36,57.3,88.7945275113,25.8054724887
213,43,80,47,73,50,79,29,30,22,33,38,58,54,36,30,44.25,61.092537001,27.407462999
214,31,53,70,56,61,32,48,71,104,38,30,38,144,50,109,58.35,89.3496179943,27.3503820057
215,38,56,43,37,37,27,39,31,66,35,73,29,49,42,31,44.9,60.7177115918,29.0822884082
216,28,32,75,30,25,61,49,51,78,37,90,52,61,40,47,50.1,67.450564984,32.749435016
217,35,38,39,63,107,47,74,45,51,33,33,39,30,34,46,45.4,63.6681776811,27.1318223189
218,63,22,40,36,34,41,47,48,39,62,54,39,87,40,53,50.3,69.9872921877,30.6127078123
219,47,26,83,73,32,27,23,47,73,43,34,28,27,46,110,47.45,70.0436064547,24.8563935453
220,51,133,33,27,42,27,44,34,55,58,27,55,29,30,25,44.5,68.5820964291,20.4179035709
221,51,116,42,63,81,80,31,52,29,86,84,41,48,57,55,57.7,80.5152765073,34.8847234927
222,40,24,87,31,78,24,51,88,65,64,73,62,64,31,38,52.85,72.9792533917,32.7207466083
223,35,72,32,60,30,38,56,41,50,49,54,83,57,38,95,49.3,67.6449405043,30.9550594957
224,74,72,52,45,75,27,40,31,61,146,22,51,30,47,31,53.7,81.6135884661,25.7864115339
225,38,58,35,42,45,61,30,33,66,48,67,57,57,34,59,47.35,60.0666488469,34.6333511531
226,34,70,87,38,37,84,69,24,44,31,43,25,44,43,20,45.8,67.5439646799,24.0560353201
227,25,57,66,63,45,34,34,37,60,95,50,49,133,52,29,50.95,76.5531967576,25.3468032424
228,25,33,30,67,53,49,28,61,26,39,42,40,45,47,41,40.35,52.4777194454,28.2222805546
229,29,41,22,29,42,39,25,67,52,47,40,84,24,30,47,40.85,56.342867629,25.357132371
230,59,65,93,43,40,47,35,46,29,25,21,38,26,42,49,45.85,64.0195957722,27.6804042278
231,69,37,45,51,56,24,42,86,36,30,97,30,32,75,34,49.1,74.1974941085,24.0025058915
232,61,52,36,69,30,29,51,36,24,30,70,26,58,48,31,44.15,59.5406157327,28.7593842673
233,23,32,30,55,32,77,51,27,73,79,38,38,21,44,56,45.4,64.3803222201,26.4196777799
234,63,50,30,121,47,55,45,42,38,50,39,48,58,34,53,52.2,71.8592016757,32.5407983243
235,78,76,22,145,22,44,98,40,161,36,59,26,27,53,29,57.05,95.785914248,18.314085752
236,39,61,76,30,79,36,46,46,24,30,72,50,34,120,30,50.75,75.0136288343,26.4863711657
237,46,36,37,52,39,44,27,34,37,116,40,32,68,49,38,45.3,65.6963361003,24.9036638997
238,40,42,33,70,25,35,67,29,62,86,26,33,82,45,54,52.25,71.7837090557,32.7162909443
239,33,77,51,76,41,49,59,38,40,25,38,44,44,28,81,49.3,66.2553593452,32.3446406548
240,20,35,32,34,61,60,32,35,25,28,46,35,82,26,25,41.75,59.0913864558,24.4086135442
241,51,72,28,80,47,80,55,54,34,65,45,48,28,61,50,53.05,69.4639703013,36.6360296987
242,35,26,49,24,32,40,75,25,28,83,39,26,33,66,26,41.85,59.1895653439,24.5104346561
243,35,129,26,30,42,32,30,32,40,97,28,49,56,43,44,46.8,72.5162655879,21.0837344121
244,35,32,73,26,25,59,44,68,26,50,44,71,32,84,64,47,65.7672727458,28.2327272542
245,46,22,41,26,97,87,70,56,32,54,61,63,65,73,111,55.45,80.3021417059,30.5978582941
246,31,29,29,46,46,26,34,22,64,34,36,57,59,50,28,42,55.7381527909,28.2618472091
247,49,44,63,67,54,36,39,48,36,37,47,47,64,42,28,44.7,56.2717441709,33.1282558291
248,41,62,44,44,50,36,33,70,80,75,44,61,51,58,31,51.45,67.2962182106,35.6037817894
249,50,48,68,75,37,54,29,62,30,55,52,41,43,35,44,49.4,65.9732822401,32.8267177599
250,29,92,33,43,44,29,25,34,42,92,37,27,30,42,36,42.85,63.2080450928,22.4919549072
251,38,53,35,56,31,42,65,36,49,81,34,61,62,30,42,46.05,63.2805573114,28.8194426886
252,62,54,63,56,37,62,32,78,34,29,91,85,36,48,41,54.3,72.3236686493,36.2763313507
253,129,76,37,51,27,49,58,44,98,55,78,23,45,28,51,51.9,79.4220485774,24.3779514226
254,62,21,30,74,38,28,45,20,55,62,51,24,57,48,77,46.35,65.5751890689,27.1248109311
255,33,26,41,77,62,32,45,77,49,42,26,26,49,60,67,52.1,73.0256830361,31.1743169639
256,35,36,30,24,33,57,30,31,66,124,46,48,44,37,31,43.1,66.4776771616,19.7223228384
257,35,27,34,27,91,37,44,68,46,44,104,29,38,51,48,46.2,66.8259927991,25.5740072009
258,36,34,46,86,38,50,40,53,91,77,25,63,33,40,26,52,71.5932319142,32.4067680858
259,50,36,46,36,42,27,64,37,38,27,103,47,30,36,71,45.95,65.0024898221,26.8975101779
260,37,58,35,75,24,32,82,47,28,88,48,42,83,28,27,48.2,68.7031448166,27.6968551835
261,59,34,93,35,100,79,28,39,58,55,40,38,72,40,60,55.2,75.496745915,34.903254085
262,53,23,24,38,39,71,33,39,40,73,67,30,51,52,37,45.8,61.722840265,29.877159735
263,64,33,25,48,58,22,29,40,26,121,92,81,38,52,24,50,76.580562744,23.419437256
264,53,109,63,32,76,52,33,31,46,30,48,54,38,37,30,48.15,68.9909389626,27.3090610374
265,34,40,34,35,75,22,40,77,63,26,28,32,72,26,56,45.25,66.4529665253,24.0470334747
266,40,62,33,24,28,30,58,41,22,34,33,32,35,28,49,42.5,60.6673507034,24.3326492966
267,39,134,73,32,29,50,25,35,60,48,42,41,72,65,35,49.65,73.9253394469,25.3746605531
268,67,31,37,21,46,28,54,37,63,35,81,36,40,38,49,44.35,61.0966414543,27.6033585457
269,49,46,41,66,33,30,26,53,54,63,63,36,102,65,53,49.35,68.3964114592,30.3035885408
270,28,54,69,44,25,22,27,48,33,27,94,31,43,33,66,42.8,62.2113368937,23.3886631063
271,56,30,61,79,36,48,31,49,21,44,40,37,40,20,41,41.2,56.6190586101,25.7809413899
272,40,49,23,78,25,26,37,92,31,78,26,65,65,63,26,44.45,65.9085892507,22.9914107493
273,24,56,30,54,21,29,101,40,42,49,23,67,41,44,65,47.55,70.4926630859,24.6073369141
274,55,25,45,36,27,68,65,30,55,33,34,76,26,79,43,45.35,62.4357743228,28.2642256772
275,47,29,49,67,37,41,73,86,83,56,31,69,38,67,26,51.2,69.6693202223,32.7306797777
276,64,53,58,31,46,45,50,50,47,36,28,29,33,24,73,47.65,65.5481769139,29.7518230861
277,47,34,24,34,50,30,33,31,71,32,62,46,38,78,41,48.55,66.041276021,31.058723979
278,24,57,58,47,42,33,77,25,43,32,41,73,31,29,37,44,59.4135961855,28.5864038145
279,47,58,35,28,35,72,35,72,32,81,35,46,83,28,73,49.85,70.0288711802,29.6711288198
280,40,40,45,35,40,35,35,26,26,24,63,29,34,47,93,45.65,66.7967927144,24.5032072856
281,48,52,50,49,32,39,87,78,59,67,62,43,33,20,49,47.65,64.4593802134,30.8406197866
282,23,27,89,42,89,51,42,57,25,27,28,36,36,81,63,47.45,68.9991482308,25.9008517692
283,66,34,54,52,25,64,89,30,55,87,43,39,29,23,35,46.65,65.4740467711,27.8259532289
284,23,43,25,80,41,24,61,58,86,42,61,76,40,42,34,48.45,67.7903722818,29.1096277182
285,22,38,58,38,38,39,51,68,73,83,33,96,27,42,70,52.7,72.6317255703,32.7682744297
286,34,36,63,48,77,41,33,65,50,68,61,81,28,58,28,51.7,68.0259560855,35.3740439145
287,24,96,67,34,84,53,66,38,39,55,58,52,72,61,29,52.75,72.8258430379,32.6741569621
288,47,32,66,75,66,46,29,63,43,49,42,65,26,57,49,51,66.0017542834,35.9982457166
289,44,41,52,37,29,24,62,34,23,35,65,26,45,35,40,45.4,66.9245270136,23.8754729864
290,64,49,31,61,37,91,64,73,56,24,37,30,25,41,60,49.95,68.1866750201,31.7133249799
291,41,27,81,37,49,48,50,50,26,23,77,29,33,68,41,46.95,66.0989315354,27.8010684646
292,28,30,51,27,24,52,28,38,35,62,37,85,36,50,34,39.95,54.7947226136,25.1052773864
293,48,31,62,62,36,31,34,29,36,76,48,48,29,74,79,49,65.9829635998,32.0170364002
294,52,46,63,41,66,36,42,40,27,36,35,26,28,38,30,42.1,57.1364469487,27.0635530513
295,82,24,26,87,51,126,45,30,33,22,31,29,66,54,49,49.4,76.1727276789,22.6272723211
296,110,62,24,35,29,31,31,26,33,46,30,41,63,75,47,47.15,72.8615067421,21.4384932579
297,90,100,67,29,86,61,34,65,56,40,33,28,27,46,56,54.65,79.0205495262,30.2794504738
298,39,35,46,23,24,43,69,24,60,32,36,20,38,55,44,42.25,57.5397454455,26.9602545545
299,25,69,57,36,58,41,31,35,106,41,49,39,37,29,73,46.7,66.6158757092,26.7841242908
300,57,42,22,34,28,31,27,73,44,47,32,59,42,95,88,50.15,70.5803051475,29.7196948525
301,50,37,29,45,60,37,85,31,27,38,73,39,43,37,83,46.25,63.9637324071,28.5362675929
302,49,74,45,50,33,29,38,24,36,121,48,22,36,67,71,48.65,72.2659513443,25.0340486557
303,24,89,61,38,77,39,75,39,67,26,30,49,62,70,53,51.6,69.957273046,33.242726954
304,70,55,61,44,41,40,36,38,23,43,53,38,50,61,119,52.1,75.0367551507,29.1632448493
305,62,40,45,31,40,68,26,105,54,61,69,32,33,33,110,52.35,76.0482677581,28.6517322419
306,47,36,24,135,58,54,47,29,28,85,42,31,26,53,47,49.3,74.0686134155,24.5313865845
307,30,54,52,36,32,47,22,74,68,36,30,29,53,27,39,39.25,53.5912360915,24.9087639085
308,68,30,63,36,23,67,104,77,96,95,55,33,56,67,49,56.55,80.8950524532,32.2049475468
309,44,40,43,70,28,76,61,48,77,25,60,67,43,48,33,47.9,64.5667017543,31.2332982457
310,36,61,30,80,26,51,59,35,63,65,45,51,44,144,52,49,76.5069369241,21.4930630759
311,22,38,23,29,39,71,52,29,41,35,40,40,86,69,39,44.15,62.3224922255,25.9775077745
312,76,37,38,61,48,69,30,30,48,27,84,32,61,75,44,49.9,68.4866392308,31.3133607692
313,73,43,41,55,35,79,76,42,48,118,44,47,70,66,83,59.7,81.4983582192,37.9016417808
314,43,35,35,26,43,21,76,34,140,36,45,51,36,40,46,46,71.3418729836,20.6581270164
315,27,30,35,48,64,28,67,76,25,32,23,31,70,28,66,49.55,71.7511735109,27.3488264891
316,23,46,68,61,36,98,36,23,39,44,48,61,23,47,31,49.25,69.5500518537,28.9499481463
317,42,70,74,34,30,33,84,54,79,65,33,57,56,28,52,50.1,67.4566307669,32.7433692331
318,49,74,29,36,32,25,54,31,55,61,23,48,25,45,49,47.6,69.3216845329,25.8783154671
319,28,25,25,46,57,46,33,28,65,23,41,22,29,24,63,37.25,52.6938712082,21.8061287918
320,48,49,75,130,25,40,63,70,37,28,39,28,34,94,85,52.65,79.6846269187,25.6153730813
321,52,64,43,30,47,60,36,44,43,72,54,40,52,28,63,48.5,63.6431763337,33.3568236663
322,38,41,35,54,77,63,25,26,44,25,74,57,66,68,27,47,65.0962339787,28.9037660213
323,39,33,30,29,38,24,53,31,24,36,117,36,31,66,41,44.45,65.9575874005,22.9424125995
324,42,55,105,22,63,73,35,42,78,35,29,40,47,52,131,56.2,83.204093257,29.195906743
325,60,29,56,24,36,42,65,76,67,42,74,45,64,71,55,49.6,66.5127793477,32.6872206523
326,29,28,81,69,57,32,43,39,28,35,24,37,48,46,68,44.45,62.8704548775,26.0295451225
327,42,33,28,44,32,36,38,41,48,35,60,27,22,28,62,38.75,49.9226875625,27.5773124375
328,33,30,61,72,30,70,57,101,60,50,61,31,30,54,67,51.8,70.8583591275,32.7416408725
329,35,45,64,29,38,24,36,56,61,45,65,52,76,37,30,45.6,61.279017155,29.920982845
330,60,95,37,46,45,64,32,31,39,35,30,48,39,40,62,47.8,63.9329998516,31.6670001484
331,31,78,77,56,115,40,70,75,55,33,31,73,68,57,40,56.35,77.4644126381,35.2355873619
332,57,149,35,33,52,34,60,30,40,29,41,54,37,36,80,55.5,86.069162308,24.930837692
333,39,24,36,30,38,78,28,62,60,47,69,33,38,27,51,42.7,60.4796453697,24.9203546303
334,26,36,64,43,40,38,63,46,40,86,51,51,44,31,26,45.05,61.5183907756,28.5816092244
335,35,75,33,42,80,28,57,50,40,77,61,74,49,59,48,50.85,67.5840654764,34.1159345236
336,42,56,24,39,124,26,66,41,63,54,49,36,116,77,75,58.6,84.7863765304,32.4136234696
337,40,25,77,22,34,22,58,25,77,32,77,70,33,54,32,42.75,62.031501907,23.468498093
338,129,34,84,24,27,30,30,34,36,40,90,27,45,32,42,44.3,71.8013875248,16.7986124752
339,94,25,87,32,30,78,30,29,32,20,41,45,48,48,63,49.5,71.9534606406,27.0465393594
340,73,76,73,56,47,35,27,62,43,47,34,76,36,48,33,49.6,66.2840610985,32.9159389015
341,51,63,47,57,36,53,37,62,29,67,82,45,43,34,61,54.95,69.1087800545,40.7912199455
342,60,64,28,44,51,38,35,35,44,81,26,30,70,34,46,48.1,65.2000153893,30.9999846107
343,32,46,30,68,51,46,28,28,67,73,45,38,40,86,30,44.5,63.4528500842,25.5471499158
344,39,24,66,114,37,73,37,41,37,23,29,26,50,48,24,45.2,67.4582923637,22.9417076363
345,26,76,49,49,75,33,105,51,25,32,36,30,34,39,60,50.25,70.7564174807,29.7435825193
346,56,33,38,29,30,57,34,35,72,40,85,33,47,38,52,44.4,60.0723020846,28.7276979154
347,26,66,42,55,28,41,31,53,66,22,36,60,65,37,45,45.15,59.7509192212,30.5490807788
348,54,31,43,46,39,42,25,59,28,58,60,51,48,71,46,49.65,64.59296173,34.70703827
349,34,24,36,58,40,57,65,34,40,122,28,29,52,63,30,44.15,66.8268488482,21.4731511518
350,24,78,46,31,102,37,57,46,24,41,28,37,39,28,58,46.6,67.2866343832,25.9133656168
351,26,68,55,67,27,34,58,34,30,39,62,57,90,39,50,46.75,64.2875536913,29.2124463087
352,49,30,26,49,64,47,49,30,36,38,54,34,46,27,68,44.3,57.0737395093,31.5262604907
353,35,40,59,36,28,67,34,35,61,31,35,30,57,61,136,49.85,73.8484100351,25.8515899649
354,28,56,23,67,47,68,60,49,30,35,66,42,75,39,42,49.6,72.3489733719,26.8510266281
355,28,29,80,36,76,52,26,63,52,80,63,46,53,54,29,47.45,65.3663994268,29.5336005732
356,42,33,44,27,32,47,66,32,54,51,51,63,57,74,24,48.35,66.5051065746,30.1948934254
357,33,80,81,44,67,36,35,42,36,31,52,29,67,54,26,49.1,68.0539608414,30.1460391586
358,83,47,36,111,36,63,20,41,37,99,25,87,61,46,133,58.1,88.1261289722,28.0738710278
359,28,33,39,28,22,66,27,60,47,127,37,39,43,38,71,46.25,70.5548078415,21.9451921585
360,46,41,28,35,48,42,33,53,85,35,39,76,38,77,82,54.7,75.9432032474,33.4567967526
361,41,45,42,29,46,52,62,34,80,71,34,43,36,51,47,48.65,62.6510337964,34.6489662036
362,35,34,22,24,61,45,45,35,73,82,67,56,42,56,70,50.4,68.8259542351,31.9740457649
363,44,44,52,25,65,44,38,49,40,22,62,25,81,25,38,45.35,65.1789395104,25.5210604896
364,32,26,66,24,62,29,28,48,41,45,56,33,46,35,25,50.3,83.5883731876,17.0116268124
365,53,29,55,83,37,45,77,28,29,37,43,20,38,66,29,49.4,71.9211012164,26.8788987836
366,50,24,45,43,59,45,70,37,61,25,56,73,99,58,80,52.25,70.8053935981,33.6946064019
367,67,43,33,58,71,48,81,31,38,32,106,27,58,34,51,46.9,68.0806763969,25.7193236031
368,24,49,49,47,55,40,75,51,29,76,34,91,31,61,24,49.75,69.1864687068,30.3135312932
369,26,59,68,114,39,64,33,87,42,47,68,82,39,26,71,52.45,76.9867071955,27.9132928045
370,39,49,60,30,24,51,36,35,42,26,47,37,76,48,30,43,55.69479794,30.30520206
371,35,24,32,40,97,49,54,61,55,42,40,34,40,58,38,44.1,60.4446434168,27.7553565832
372,53,40,22,60,64,44,43,88,93,34,42,62,29,45,51,49.05,67.5445938047,30.5554061953
373,21,58,40,115,61,26,97,24,51,37,32,32,35,42,34,45.25,68.7242299913,21.7757700087
374,61,54,70,58,30,61,33,40,30,36,59,29,27,120,58,47.7,69.5345452992,25.8654547008
375,73,37,33,31,48,73,62,67,40,27,48,53,50,34,57,47.25,64.7875536913,29.7124463087
376,46,30,74,63,33,22,109,64,57,30,62,61,22,67,52,49.3,71.3098064268,27.2901935732
377,68,39,87,55,52,22,48,57,61,31,42,97,24,73,35,49.95,70.3936967509,29.5063032491
378,22,36,33,76,50,75,83,43,33,67,42,33,26,31,21,46.35,69.6382961344,23.0617038656
379,67,77,37,58,42,45,32,41,40,73,44,34,30,34,38,45.5,61.9140504639,29.0859495361
380,38,67,28,73,51,51,49,43,36,75,44,47,65,97,63,50.25,68.2759316133,32.2240683867
381,44,33,122,64,28,35,42,40,40,37,85,64,23,42,53,46.55,69.8996872514,23.2003127486
382,27,34,34,32,26,44,60,121,71,65,32,57,49,33,63,51.7,76.466488394,26.933511606
383,23,34,69,68,50,39,27,60,38,67,29,27,92,41,29,43.05,61.711739638,24.388260362
384,67,34,30,44,61,47,28,44,41,44,28,62,67,57,97,47.1,64.2522593264,29.9477406736
385,29,41,52,58,35,41,24,39,29,44,47,43,38,66,36,43.2,57.6681137606,28.7318862394
386,24,79,47,26,52,61,33,57,72,61,44,63,23,34,55,44.85,61.6562488379,28.0437511621
387,61,55,39,102,32,49,114,32,61,54,32,62,44,79,36,51.1,74.9126459106,27.2873540894
388,65,36,46,69,31,49,35,35,44,37,55,51,52,45,43,54,78.8596057893,29.1403942107
389,42,64,20,95,51,32,62,23,46,62,40,55,40,28,52,49.55,71.5559202561,27.5440797439
390,66,24,43,68,65,42,65,95,38,75,72,35,75,78,25,58.35,83.225003306,33.474996694
391,31,56,24,37,21,60,37,38,46,26,47,38,54,31,64,41.05,55.6444293626,26.4555706374
392,54,33,42,32,39,39,43,50,28,26,61,39,48,55,24,44.8,57.8972074163,31.7027925837
393,115,61,36,34,29,37,54,30,51,26,20,26,34,62,66,47.45,72.6658575838,22.2341424162
394,56,81,61,37,78,68,73,38,65,43,60,70,58,59,51,57.35,70.9583372278,43.7416627722
395,26,71,39,26,60,36,72,30,51,72,57,29,89,42,41,50.3,68.8162801766,31.7837198234
396,50,43,41,52,26,28,28,44,100,47,54,42,38,121,25,49.45,73.8942975806,25.0057024194
397,30,33,40,35,21,90,63,36,76,72,35,37,51,42,37,44.85,63.3126935367,26.3873064633
398,48,77,72,87,62,43,45,71,80,39,45,23,22,39,53,53.35,76.7645141672,29.9354858328
399,38,29,51,32,49,26,43,29,35,52,47,28,31,111,22,44.35,65.0693654648,23.6306345352
400,40,66,70,66,63,66,62,21,42,67,31,53,39,29,67,52.65,69.6647768595,35.6352231405
